50144	2	1281	1	2	2	2	2	-1	
50144	2	1282	1	2	2	-1	-1	-1	
50144	2	1360	1	-1	-1	-1	-1	-1	
50144	2	1649	1	3	3	3	1	2	
50144	2	1867	1	3	4	1	-1	-1	
50144	2	2818	5	-1	-1	-1	-1	-1	
52084	2	1105	3	12	12	13	1	-1	
52084	2	1215	5	16	16	16	16	-1	
52084	2	1357	3	10	8	9	9	8	
52084	2	1524	1	1	1	1	-1	-1	
52084	2	1615	2	6	5	5	6	4	
52084	2	1784	1	1	3	4	4	3	
52084	2	1834	1	5	6	2	1	-1	
52084	2	1915	5	20	2	-1	-1	-1	
52084	2	2810	4	-1	-1	-1	-1	-1	
57087	2	1061	1	1	-1	-1	-1	-1	
57087	2	1105	1	1	4	6	1	-1	
57087	2	1225	7	17	17	17	17	-1	
57087	2	1357	5	13	13	13	13	13	
57087	2	1637	2	4	6	5	4	5	
57087	2	1784	1	1	2	1	2	1	
57087	2	1849	2	8	6	6	9	7	
